# 2024-05-27
# Data taken from the EDQM Standard Terms database (http://standardterms.edqm.eu) with the permission of the European Directorate for the Quality of Medicines & HealthCare, Council of Europe (EDQM).
"CLASS";"CODE";"NAME";"STATUS"
"PDF";"50081000";"Inhalation solution";"Current"
"PDF";"50082000";"Oral drops, powder for suspension";"Current"
"BDF";"0050";"Cachet";"Current"
"BDF";"0051";"Capsule";"Current"
"BDF";"0052";"Film";"Current"
"BDF";"0053";"Granules";"Current"
"BDF";"0054";"Gum";"Current"
"BDF";"0055";"Implant";"Current"
"BDF";"0056";"Impregnated material";"Current"
"BDF";"0058";"Lozenge";"Current"
"BDF";"0059";"Lyophilisate";"Current"
"BDF";"0060";"Pastille";"Current"
"BDF";"0061";"Patch";"Current"
"BDF";"0063";"Pessary";"Current"
"BDF";"0064";"Pillules";"Current"
"BDF";"0065";"Plaster";"Current"
"BDF";"0066";"Powder";"Current"
"BDF";"0067";"Stick";"Current"
"BDF";"0068";"Suppository";"Current"
"BDF";"0069";"Tablet";"Current"
"BDF";"0070";"Tea";"Current"
"BDF";"0071";"Cream";"Current"
"BDF";"0072";"Foam";"Current"
"BDF";"0073";"Gel";"Current"
"BDF";"0074";"Ointment";"Current"
"BDF";"0075";"Paste";"Current"
"BDF";"0076";"Poultice";"Current"
"BDF";"0077";"Collodion";"Current"
"BDF";"0078";"Concentrate";"Current"
"BDF";"0079";"Dispersion";"Current"
"BDF";"0080";"Emulsion";"Current"
"BDF";"0081";"Lacquer";"Current"
"BDF";"0082";"Liquid";"Current"
"BDF";"0083";"Solution";"Current"
"BDF";"0084";"Solvent";"Current"
"BDF";"0085";"Suspension";"Current"
"BDF";"0086";"Syrup";"Current"
"BDF";"0087";"Medicinal gas";"Current"
"BDF";"0088";"Insert";"Current"
"BDF";"0089";"Additive (unspecified)";"Current"
"BDF";"0090";"Drops (unspecified)";"Deprecated"
"BDF";"0092";"Radiopharmaceutical";"Current"
"BDF";"0093";"Shampoo";"Current"
"BDF";"0094";"Spray (unspecified)";"Deprecated"
"BDF";"0095";"System";"Current"
"BDF";"0096";"Unknown";"Current"
"BDF";"0102";"Pouch";"Current"
"BDF";"0103";"Cement";"Current"
"BDF";"0114";"Herbal material (unprocessed)";"Current"
"BDF";"0115";"Live animal";"Current"
"ISI";"0021";"Auricular";"Current"
"ISI";"0022";"Cutaneous";"Current"
"ISI";"0023";"Dental";"Current"
"ISI";"0024";"Environmental";"Current"
"ISI";"0025";"Extracorporeal";"Current"
"ISI";"0027";"Intrauterine";"Current"
"ISI";"0028";"Intravesical";"Current"
"ISI";"0029";"Nasal";"Current"
"ISI";"0030";"Ocular";"Current"
"ISI";"0031";"Oral";"Current"
"ISI";"0032";"Oromucosal";"Current"
"ISI";"0033";"Parenteral";"Current"
"ISI";"0034";"Pulmonary";"Current"
"ISI";"0035";"Rectal";"Current"
"ISI";"0036";"Vaginal";"Current"
"ISI";"0037";"Unknown/Miscellaneous";"Current"
"ISI";"0105";"Endocervical";"Current"
"ISI";"0106";"Gastric";"Current"
"ISI";"0107";"Gastroenteral";"Current"
"ISI";"0108";"Intestinal";"Current"
"ISI";"0109";"Intraperitoneal";"Current"
"ISI";"0116";"Transdermal";"Current"
"ISI";"0117";"Buccal";"Current"
"ISI";"0118";"Sublingual";"Current"
"ISI";"0119";"Urethral";"Current"
"RCA";"0044";"Delayed";"Current"
"RCA";"0045";"Prolonged";"Current"
"RCA";"0046";"Modified";"Current"
"RCA";"0047";"Conventional";"Current"
"RCA";"0048";"Unknown";"Current"
