# Headline
buprenorphine;buprénorphine;2939.11;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;29;52485-79-7;
buquiterine;buquitérine;2933.59;38.100 Ann. Q (No. 197);HSC/11;1993;53;76536-74-8;
burapitant;burapitant;2934.99;NC1604B1b Ann. N/5;HSC/46;2010;101;537034-22-3;
burfiralimab;burfiralimab;3002.13;NC3086Bc Ann. O/7;HSC/71;2023;126;2460809-80-5;
burixafor;burixafor;2933.59;NC1760B1b Ann. N/7;HSC/49;2012;104;1191448-17-5;
burlulipase;burlulipase;3507.90;NC1874B1b Ann. O/2;HSC/51;2013;107;1261982-91-5;
burosumab ;burosumab;3002.13;NC2373B1b Ann. O/7;HSC/59;2017;115;1610833-03-8;
buserelin;buséréline;2937.19;NC2004B1b Ann. O/6;HSC/53;2014;36;57982-77-1;HSC/11 (2937.99)
busulfan;busulfan;2905.39;42.100 Ann. O (I);HSC/21;1998;6;55-98-1;
butalbital;butalbital;2933.53;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;4;77-26-9;
butamirate;butamirate;2922.19;40.260 Ann. L/2 (No. 49);HSC/17;1996;22;18109-80-3;
buthalital sodium;buthalital sodique;2933.59;38.100 Ann. Q (No. 199);HSC/11;1993;8;510-90-7;
butixocort;butixocort;2937.29;38.100 Ann. Q (No. 200);HSC/11;1993;63;120815-74-9;
butofilolol;butofilolol;2922.19;40.260 Ann. L/2 (No. 50);HSC/17;1996;40;64552-17-6;
butorphanol;butorphanol;2933.49;NC2004B1b Ann. O/6;HSC/53;2014;33;42408-82-2;HSC/13 (2933.40)
butropium bromide;bromure de butropium;2939.79;NC2116B1b Ann. S/1;HSC/55;2015;30;29025-14-7;HSC/11 (2939.90)    HSC/53 (2939.99)
butylphthalide;butylphthalide;2932.20;NC2116B1b Ann. R/5;HSC/55;2015;111;6066-49-5;
cabamiquine;cabamiquine;2934.99;NC3086Bc Ann. O/7;HSC/71;2023;126;1469439-69-7;
cabazitaxel;cabazitaxel;2932.99;NC1443B1b Ann. P/5;HSC/43;2009;98;183133-96-2;
cabiotraxetan;cabiotraxétan;2934.99;NC1604B1b Ann. N/6;HSC/46;2010;102;451478-45-8;
cabiralizumab;cabiralizumab;3002.13;NC2373B1b Ann. O/6;HSC/59;2017;114;1613144-80-1;
cabotegravir;cabotégravir;2934.99;NC2116B1b Ann. R/5;HSC/55;2015;111;1051375-10-0;
cabozantinib;cabozantinib;2933.49;NC1760B1b Ann. N/8;HSC/49;2012;105;849217-68-1;
cadalimogene ixalentivec;cadalimogène ixalentivec;3002.49;NC2930Bc Ann. P/33;HSC/69;2022;120;2137091-21-3;HSC/67 (3002.90)
cadazolid;cadazolid;2934.99;NC1760B1b Ann. N/7;HSC/49;2012;104;1025097-10-2;
Cadisegliatin;Cadiségliatine;2934.10;NC3086Bc Ann. O/8;HSC/71;2023;127;859525-02-3;
cadonilimab;cadonilimab;3002.13;NC2930Bc Ann. P/25;HSC/69;2022;124;2394841-59-7;
cadrofloxacin;cadrofloxacine;2933.59;NC0250B2 Ann. P/1 (II);HSC/25;2000;81;153808-85-6;
caficrestat;caficrestat;2934.20;NC2930Bc Ann. P/25;HSC/69;2022;124;1355612-71-3;
cagrilintide;cagrilintide;2937.19 ;NC2803Bc Ann. T/7;HSC/67;2021;123;1415456-99-3;
calaspargase pegol;calaspargase pégol;3507.90;NC1760B1b Ann. N/8;HSC/49;2012;105;941577-06-6;
calcium carbimide;carbimide calcique;3102.90;NC2004B1b Ann. O/6;HSC/53;2014;10;156-62-7;HSC/11 (3102.70)
calcobutrol;calcobutrol;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;79;151878-23-8;HSC/25 (2933.90)
caldaret;caldaret;2933.59;NC0590B2 Ann. L/15;HSC/29;2002;85;133804-44-1;
caloxetic acid;acide caloxétique;2922.50;NC0250B2 Ann. P/1 (II);HSC/25;2000;81;135306-78-4;
Calpurbatug;Calpurbatug;3002.13;NC3086Bc Ann. O/8;HSC/71;2023;127;2635404-72-5;
camazepam;camazépam;2933.91;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;30;36104-80-0;
camicinal;camicinal;2933.59;NC1874B1b Ann. O/1;HSC/51;2013;106;923565-21-3;
camidanlumab;camidanlumab;3002.13;NC2501B1b Ann. M/6;HSC/61;2018;117;921618-45-3;
camidanlumab tesirine;camidanlumab tésirine;3002.13;NC2501B1b Ann. M/6;HSC/61;2018;117;1853239-04-9;
camizestrant;camizestrant;2933.39;NC2930Bc Ann. P/27;HSC/69;2022;125;2222844-89-3;
Camlipixant;Camlipixant;2934.99;NC3086Bc Ann. O/8;HSC/71;2023;127;1621164-74-6;
camobucol;camobucol;2930.90;NC1178B1c Ann. O/5;HSC/39;2007;95;216167-92-9;
Camonsertib;Camonsertib;2934.99;NC3086Bc Ann. O/8;HSC/71;2023;127;2417489-10-0;
camoteskimab;camoteskimab;3002.13;NC3086Bc Ann. O/7;HSC/71;2023;126;2492472-82-7;
camrelizumab ;camrélizumab;3002.13;NC2373B1b Ann. O/7;HSC/59;2017;115;1798286-48-2;
camsirubicin;camsirubicine;2941.90;NC2626B1b Ann. O/6;HSC/63;2019;119;236095-26-4;
canagliflozin;canagliflozine;2934.99;NC1604B1b Ann. N/6;HSC/46;2010;102;842133-18-0;
canakinumab;canakinumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;97;402710-27-4 (light chain) 402710-25-2 (heavy chain);HSC/41 (3002.10)
candesartan;candésartan;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;71;139481-59-7;HSC/18 (2933.90)
candocuronium iodide;iodure de candocuronium;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;70;54278-85-2;HSC/18 (2933.90)
canerpaturev;canerpaturev;3002.49;NC2930Bc Ann. P/33;HSC/69;2022;117;1662666-66-1;HSC/61 (3002.90)
canertinib;canertinib;2934.99;NC0730B2 Ann. M/7;HSC/31;2003;87;267243-28-7;
canfosfamide;canfosfamide;2930.90;NC1059B2b Ann. O/4;HSC/37;2006;92;158382-37-7;
cangrelor;cangrélor;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;82;163706-06-7;HSC/27 (2934.90)
cannabidiol ;cannabidiol;2907.29;NC2373B1b Ann. O/7;HSC/59;2017;115;13956-29-1;
Canocapavir;Canocapavir;2934.99;NC3086Bc Ann. O/8;HSC/71;2023;127;2137847-19-7;
canoctakin;canoctakine;3002.13;NC2237B1b Ann. T/13;HSC/57;2016;110;1019859-03-0;HSC/55 (3002.10)
canosimibe;canosimibe;2933.79;NC1500B1b Ann. K/6;HSC/44;2009;100;768394-99-6;
cantharidin;cantharidine;2932.19 ;NC2803Bc Ann. T/7;HSC/67;2021;123;56-25-7;
cantuzumab ravtansine;cantuzumab ravtansine;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;105;868747-45-9;HSC/49 (3002.10)
capadenoson;capadénoson;2934.10;NC1178B1c Ann. O/5;HSC/39;2007;95;544417-40-5;
capecitabine;capécitabine;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;72;154361-50-9;HSC/18 (2934.90)
capeserod;capésérod;2934.99;NC1123B1b Ann. N/1;HSC/38;2006;94;769901-96-4;
capivasertib;capivasertib;2933.59;NC2501B1b Ann. M/6;HSC/61;2018;117;1143532-39-1;
caplacizumab;caplacizumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;106;915810-67-2;HSC/51 (3002.10)
capmatinib;capmatinib;2933.49;NC2116B1b Ann. R/5;HSC/55;2015;111;1029712-80-8;
capravirine;capravirine;2933.39;NC0430B2 Ann. Q/1 (II);HSC/27;2001;83;178979-85-6;
capromab;capromab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;70;151763-64-3;HSC/18 (3002.10)
capromorelin;capromoréline;2933.99;NC1874B1b Ann. O/3;HSC/51;2013;83;193273-66-4;HSC/27 (2933.90)
capsaicin;capsaïcine;2939.79;NC2237B1b Ann. T/11;HSC/57;2016;113;404-86-4;HSC/57 (2933.99) (S/9)
carabersat;carabersat;2932.99;NC0090B2 Ann. M/5;HSC/23;1999;80;184653-84-7;
carafiban;carafiban;2933.29;42.750 Ann. O;HSC/22;1998;78;177563-40-5;
carbaldrate;carbaldrate;2842.90;40.260 Ann. L/2 (No. 4);HSC/17;1996;53;41342-54-5;
carbasalate calcium;carbasalate calcique;2924.29;38.100 Ann. Q (No. 202);HSC/11;1993;27;5749-67-7;
carbazocine;carbazocine;2933.49;NC2004B1b Ann. O/6;HSC/53;2014;16;15686-38-1;HSC/11 (2933.40)
carbetimer;carbétimère;3911.90;38.100 Ann. Q (No. 204);HSC/11;1993;50;82230-03-3;
carboplatin;carboplatine;2843.90;38.100 Ann. Q (No. 205);HSC/11;1993;48;41575-94-4;
carfenazine;carfénazine;2934.30;38.100 Ann. Q (No. 206);HSC/11;1993;12;2622-30-2;
carfilzomib;carfilzomib;2934.99;NC1310B1b Ann. N/4;HSC/41;2008;97;868540-17-4;
carfloglitazar;carfloglitazar;2933.99 ;NC2803Bc Ann. T/7;HSC/67;2021;123;2213406-75-6;
carglumic acid;acide carglumique;2924.19;NC0590B2 Ann. L/15;HSC/29;2002;84;1188-38-1;
caricotamide;caricotamide;2933.39;NC1059B2b Ann. O/5;HSC/37;2006;93;64881-21-6;
cariporide;cariporide;2930.90;42.100 Ann. O (III);HSC/21;1998;74;159138-80-4;
cariprazine;cariprazine;2933.59;NC1443B1b Ann. P/5;HSC/43;2009;98;839712-12-8;
carisbamate;carisbamate;2924.29;NC1310B1b Ann. N/10;HSC/41;2008;96;194085-75-1;
carlumab;carlumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;104;915404-94-3;HSC/49 (3002.10)
carmegliptin;carmégliptine;2933.79;NC1443B1b Ann. P/5;HSC/43;2009;98;813452-18-5;
carmofur;carmofur;2933.59;38.100 Ann. Q (No. 207);HSC/11;1993;45;61422-45-5;
carmoterol;carmotérol;2933.79;NC0938B2b Ann. O/3 (II);HSC/35;2005;91;147568-66-9;
Carocovatein;Carocovatéine;3002.41;NC3086Bc Ann. O/8;HSC/71;2023;127 - COVID-19 ADDENDUM;2762666-72-6;
carotegrast;carotégrast;2933.59;NC1604B1b Ann. N/6;HSC/46;2010;102;401904-75-4;
carotuximab;carotuximab;3002.13;NC2373B1b Ann. O/6;HSC/59;2017;114;1268714-50-6;
cartasteine;cartastéine;2934.10;"40.600 Ann. D, par. 6";HSC/18;1996;72;149079-51-6;
carumonam;carumonam;2941.90;38.100 Ann. Q (No. 208);HSC/11;1993;51;87638-04-8;
Casdozokitug;Casdozokitug;3002.13;NC3086Bc Ann. O/8;HSC/71;2023;127;2643331-37-5;
casimersen ;casimersen ;2934.99;NC2447B1b Ann. N/2;HSC/60;2017;115;1422958-19-7;
casirivimab;casirivimab;3002.13 ;NC2803Bc Ann. T/11;HSC/67;2021;124 COVID-19;2415933-42-3;
casopitant;casopitant;2933.59;NC1178B1c Ann. O/3;HSC/39;2007;94;414910-27-3;
caspofungin;caspofungine;2941.90;NC0250B2 Ann. P/1 (I);HSC/25;2000;80;162808-62-0;
catequentinib;catéquentinib;2933.49;NC2803Bc Ann. T/3;HSC/67;2021;121;1058156-90-3;
cathine;cathine;2939.43;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;44;492-39-7;
cathinone;cathinone;2939.79;NC2116B1b Ann. S/1;HSC/55;2015;44;71031-15-7;HSC/25 (2939.99)
catramilast;catramilast;2933.29;NC1178B1c Ann. O/5;HSC/39;2007;95;183659-72-5;
catridecacog;catridécacog;3002.12;NC2116B1b Ann. S/2;HSC/55;2015;99;606138-08-3;HSC/43 (3002.10)
catumaxomab;catumaxomab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;93;509077-98-9;HSC/37 (3002.10)
cavosonstat;cavosonstat;2933.49;NC2501B1b Ann. M/5;HSC/61;2018;116;1371587-51-7;
cavrotolimod;cavrotolimod;2934.99;NC2930Bc Ann. P/25;HSC/69;2022;124;2378664-12-9;
Cavutilide;Cavutilide;2933.39;NC3086Bc Ann. O/8;HSC/71;2023;127;2643331-37-5;
cebranopadol;cébranopadol;2934.99;NC1874B1b Ann. O/2;HSC/51;2013;107;863513-91-1;
Cebsulfase alfa;Cébsulfase alfa;3507.90;NC3086Bc Ann. O/8;HSC/71;2023;127;2640112-07-6;
ceclazepide;céclazépide;2933.39;NC2501B1b Ann. M/5;HSC/61;2018;116;1801749-44-9;
cedazuridine;cédazuridine;2934.99;NC2626B1b Ann. O/5;HSC/63;2019;118;1141397-80-9;
cedelizumab;cédélizumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;77;156586-90-2;HSC/21 (3002.10)
cediranib;cédiranib;2933.59;NC1178B1c Ann. O/5;HSC/39;2007;95;288383-20-0;
cedirogant;cédirogant;2933.39 ;NC2803Bc Ann. T/7;HSC/67;2021;123;2055496-11-0;
cefiderocol;céfidérocol;2941.90;NC2373B1b Ann. O/6;HSC/59;2017;114;1225208-94-5;
cefilavancin;céfilavancine;2941.90;NC2116B1b Ann. R/5;HSC/55;2015;111;722454-12-8;
cefluprenam;céfluprénam;2941.90;"40.600 Ann. D, par. 6";HSC/18;1996;71;116853-25-9;
cefmatilen;cefmatilène;2941.90;NC0250B2 Ann. P/1 (II);HSC/25;2000;81;140128-74-1;
cefoselis;céfosélis;2941.90;"40.600 Ann. D, par. 6";HSC/18;1996;71;122841-10-5;
cefovecin;céfovécine;2941.90;NC0730B2 Ann. M/7;HSC/31;2003;87;234096-34-5;
cefquinome;cefquinome;2941.90;38.100 Ann. Q (No. 209);HSC/11;1993;59;84957-30-2;
ceftaroline fosamil;ceftaroline fosamil;2941.90;NC1310B1b Ann. N/4;HSC/41;2008;97;229016-73-3;
cefteram;ceftéram;2941.90;38.100 Ann. Q (No. 210);HSC/11;1993;55;82547-58-8;
ceftizoxime alapivoxil;ceftizoxime alapivoxil;2941.90;42.100 Ann. O (VI);HSC/21;1998;77;135821-54-4;
ceftobiprole;ceftobiprole;2941.90;NC1004B1b Ann. L/11;HSC/36;2005;92;209467-52-7;
ceftobiprole medocaril;ceftobiprole médocaril;2941.90;NC1004B1b Ann. L/11;HSC/36;2005;92;376653-43-9;
ceftolozane;ceftolozane;2941.90;NC1760B1b Ann. N/8;HSC/49;2012;105;689293-68-3;
cefuzonam;céfuzonam;2941.90;38.100 Ann. Q (No. 211);HSC/11;1993;55;82219-78-1;
celecoxib;célécoxib;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;80;169590-42-5;HSC/23 (2935.00)
celgosivir;celgosivir;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;77;121104-96-9;HSC/21 (2933.90)
celivarone;célivarone;2932.99;NC1123B1b Ann. N/1;HSC/38;2006;94;401925-43-7;
cemadotin;cémadotine;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;75;159776-69-9;HSC/21 (2933.90)
cemdisiran;cemdisiran;2934.99;NC2373B1b Ann. O/6;HSC/59;2017;114;1639264-46-2;
cemdomespib;cemdomespib;2932.99;NC3086Bc Ann. O/7;HSC/71;2023;126;1450642-92-8;
cemiplimab;cémiplimab;3002.13;NC2626B1b Ann. O/6;HSC/63;2019;119;1801342-60-8;
cendakimab;cendakimab;3002.13;NC2803Bc Ann. T/2;HSC/67;2021;120;2151032-62-9;
cenderitide;cendéritide;2937.19;NC1760B1b Ann. N/8;HSC/49;2012;105;507289-11-4;
cenegermin ;cénégermine;3002.13;NC2373B1b Ann. O/7;HSC/59;2017;115;1772578-74-1;
cenerimod;cénérimod;2934.99;NC2237B1b Ann. S/9;HSC/57;2016;113;1262414-04-9;
cenersen;cénersen;2934.99;NC1310B1b Ann. N/4;HSC/41;2008;97;872847-66-0;
cenicriviroc;cénicriviroc;2933.29;NC1649B3b Ann. R/14;HSC/47;2011;103;497223-25-3;
cenisertib;cénisertib;2933.59;NC1760B1b Ann. N/7;HSC/49;2012;104;871357-89-0;
cenobamate;cénobamate;2933.99;NC2237B1b Ann. S/9;HSC/57;2016;113;913088-80-9;
cenplacel;cenplacel;3002.51;NC2803Bc Ann. T/4;HSC/67;2021;115;no mention;HSC/61 (3002.90)
censavudine;censavudine;2934.99;NC2116B1b Ann. R/4;HSC/55;2015;110;634907-30-5;
centanafadine;centanafadine;2933.99;NC2237B1b Ann. S/8;HSC/57;2016;112;924012-43-1;
centhaquine;centhaquine;2933.59;NC2803Bc Ann. T/3;HSC/67;2021;121;57961-90-7;
cenupatide;cénupatide;2925.29;NC2626B1b Ann. O/6;HSC/63;2019;119;1006388-38-0;
Cenzileucel;Cenzileucel;3002.51;NC3086Bc Ann. O/8;HSC/71;2023;127;no mention;
cepeginterferon alfa-2b;cépeginterféron alfa-2b;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;105;1192706-52-7;HSC/49 (3002.10)
ceralasertib;céralasertib;2934.99;NC2626B1b Ann. O/6;HSC/63;2019;119;1352226-88-0;
ceralifimod;céralifimod;2933.99;NC2004B1b Ann. O/5;HSC/53;2014;109;891859-12-4;
cerdulatinib;cerdulatinib;2935.90;NC2237B1b Ann. T/12;HSC/57;2016;111;1198300-79-6;HSC/55 (2935.00)
cergutuzumab amunaleukin;cergutuzumab amunaleukine;3002.13;NC2237B1b Ann. T/11;HSC/57;2016;113;1509916-03-3;HSC/57 (3002.10) (S/9)
ceritinib;céritinib;2933.59;NC2004B1b Ann. O/5;HSC/53;2014;109;1032900-25-6;
cerivastatin;cérivastatine;2933.39;42.100 Ann. O (III);HSC/21;1998;74;145599-86-6;
cerlapirdine;cerlapirdine;2933.99;NC1874B1b Ann. O/1;HSC/51;2013;106;925448-93-7;
cerliponase alfa;cerliponase alfa;3507.90;NC2116B1b Ann. R/5;HSC/55;2015;111;151662-36-1;
Certepetide;Certépétide;2934.99;NC3086Bc Ann. O/8;HSC/71;2023;127;2580154-02-3;
certolizumab pegol;certolizumab pegol;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;90;428863-50-7;HSC/35 (3002.10)
certoparin sodium;certoparine sodique;3001.90;NC1553B1b Ann. O/5;HSC/45;2010;70;0-00-0;
ceruletide;cérulétide;2933.79;40.260 Ann. L/2 (No. 23);HSC/17;1996;34;17650-98-5;
cetermin;cétermine;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;74;157238-32-9;HSC/21 (2937.99)   HSC/47 (3002.10)
cethromycin;céthromycine;2941.90;NC0845B2 Ann. M/1 (II);HSC/33;2004;87;205110-48-1;
cetilistat;cétilistat;2934.99;NC0938B2b Ann. O/3 (II);HSC/35;2005;91;282526-98-1;
cetrelimab;cétrélimab;3002.13;NC2626B1b Ann. O/5;HSC/63;2019;118;2050478-92-5;
cetrimide;cétrimide;3808.94;NC2004B1b Ann. O/6;HSC/53;2014;46;505-86-2;HSC/17 (3808.40)
cetuximab;cétuximab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;82;205923-56-4;HSC/27 (3002.10)
cetuximab sarotalocan;cétuximab sarotalocan;3002.13;NC2803Bc Ann. T/2;HSC/67;2021;120;2166339-33-7;
cevaretigene ritoparvovec;cévarétigène ritoparvovec;3002.49 ;NC2930Bc Ann. P/33;HSC/69;2022;123;2247971-00-0;HSC/67 (3002.90)
cevidoplenib;cévidoplénib;2934.99;NC2626B1b Ann. O/5;HSC/63;2019;118;1703788-21-9;
cevimeline;céviméline;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;76;107233-08-9;HSC/21 (2934.90)
cevipabulin;cévipabulin;2933.59;NC1310B1b Ann. N/10;HSC/41;2008;96;849550-05-6;
cevoglitazar;cévoglitazar;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;94;839673-52-8;HSC/39 (2935.00)
cevostamab;cévostamab;3002.13 ;NC2803Bc Ann. T/6;HSC/67;2021;122;2249888-53-5;
chloralodol;chloralodol;2911.00;42.100 Ann. O (I);HSC/21;1998;12;3563-58-4;
chlordiazepoxide;chlordiazépoxide;2933.91;E.N. Chap. 29 - List I-II (Psychotropic);HSC/25;2000;11;58-25-3;
chlorotrianisene;chlorotrianisène;2909.30;38.100 Ann. Q (No. 212);HSC/11;1993;6;569-57-3;
choline fenofibrate;fénofibrate de choline;2923.10;NC1310B1b Ann. N/4;HSC/41;2008;97;856676-23-8;
choriogonadotropin alfa;choriogonadotropine alfa;2937.19;NC2004B1b Ann. O/6;HSC/53;2014;75;177073-44-8;HSC/21 (2937.10)
choriogonadotropin beta;choriogonadotropine bêta;2937.19;NC2803Bc Ann. T/2;HSC/67;2021;120;2170458-11-2;
ciaftalan zinc;ciaftalane zinc;2933.99;NC2004B1b Ann. O/6;HSC/53;2014;74;14320-04-8;HSC/21 (2933.90)
cibinetide;cibinétide;2933.79;NC2373B1b Ann. O/6;HSC/59;2017;114;1208243-50-8;
cibisatamab;cibisatamab;3002.13;NC2626B1b Ann. O/5;HSC/63;2019;118;1855925-27-7;
ciclesonide;ciclésonide;2937.29;38.100 Ann. Q (No. 213);HSC/11;1993;74;141845-82-1;
cicloprolol;cicloprolol;2922.19;40.260 Ann. L/2 (No. 51);HSC/17;1996;48;63659-12-1;
ciclosporin;ciclosporine;3002.13;NC2570B1b Ann. M/19;HSC/62;2018;46;59865-13-3;HSC/17 (2941.90)
cidofovir;cidofovir;2933.59;"40.600 Ann. D, par. 6";HSC/18;1996;72;113852-37-2;
Ciduvectamig;Ciduvectamig;3002.13;NC3086Bc Ann. O/8;HSC/71;2023;127;2412587-62-1;
ciforadenant;ciforadénant;2934.99;NC2626B1b Ann. O/5;HSC/63;2019;118;1202402-40-1;
cifurtilimab;cifurtilimab;3002.13;NC3086Bc Ann. O/7;HSC/71;2023;126;1629760-27-5;
cilengitide;cilengitide;2933.79;NC0250B2 Ann. P/1 (II);HSC/25;2000;81;188968-51-6;
cilgavimab;cilgavimab;3002.13 ;NC2803Bc Ann. T/11;HSC/67;2021;124 COVID-19;2420563-99-9;
cilmostim;cilmostim;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;71;148637-05-2;HSC/18 (3002.10)
cilobradine;cilobradine;2933.79;38.100 Ann. Q (No. 214);HSC/11;1993;66;109859-78-1;
cilofexor;cilofexor;2934.99;NC2626B1b Ann. O/5;HSC/63;2019;118;1418274-28-8;
cilofungin;cilofungine;2941.90;38.100 Ann. Q (No. 215);HSC/11;1993;60;79404-91-4;
cilomilast;cilomilast;2926.90;NC0430B2 Ann. Q/1 (I);HSC/27;2001;82;153259-65-5;
ciltacabtagene autoleucel;ciltacabtagène autoleucel;3002.51 ;NC2803Bc Ann. T/6;HSC/67;2021;122;no mention;
ciluprevir;ciluprévir;2934.10;NC0938B2b Ann. O/3 (I);HSC/35;2005;90;300832-84-2;
cimaglermin alfa;cimaglermine alfa;2934.99;NC2116B1b Ann. R/4;HSC/55;2015;110;1350717-96-2;
cimdelirsen ;cimdélirsen;2934.99;NC2930Bc Ann. P/27;HSC/69;2022;125;2131025-82-4;
cimlanod;cimlanod;2935.90;NC2626B1b Ann. O/6;HSC/63;2019;119;1620330-72-4;
cimpuciclib;cimpuciclib;2933.59;NC2930Bc Ann. P/25;HSC/69;2022;124;2202767-78-8;
cinacalcet;cinacalcet;2921.49;NC0845B2 Ann. M/2;HSC/33;2004;88;226256-56-0;
cinaciguat;cinaciguat;2922.50;NC1310B1b Ann. N/4;HSC/41;2008;97;329773-35-5;
cinalukast;cinalukast;2934.10;"40.600 Ann. D, par. 6";HSC/18;1996;70;128312-51-6;
cinamolol;cinamolol;2922.19;40.260 Ann. L/2 (No. 52);HSC/17;1996;44;39099-98-4;
cinaxadamtase alfa;cinaxadamtase alfa;3507.90;NC2930Bc Ann. P/27;HSC/69;2022;125;2406308-29-8;
cindunistat;cindunistat;2930.90;NC1874B1b Ann. O/2;HSC/51;2013;107;364067-22-1;
cinhyaluronate sodium;cinhyaluronate de sodium;3913.90;NC2237B1b Ann. S/9;HSC/57;2016;113;1372784-20-7;
cinpanemab;cinpanémab;3002.13;NC2803Bc Ann. T/2;HSC/67;2021;120;2094516-02-4;
cinrebafusp alfa;cinrébafusp alfa;3002.13;NC2803Bc Ann. T/3;HSC/67;2021;121;2218515-90-1;
cintirorgon;cintirorgon;2935.90;NC2626B1b Ann. O/6;HSC/63;2019;119;1227156-72-0;
cintredekin besudotox;cintrédékine bésudotox;3002.49;NC2803Bc Ann. T/9;HSC/67;2021;92;372075-36-0;HSC/39 (3002.90)
cipaglucosidase alfa;cipaglucosidase alfa;3507.90 ;NC2803Bc Ann. T/7;HSC/67;2021;123;2359727-71-0;
cipamfylline;cipamfylline;2939.59;NC2004B1b Ann. O/6;HSC/53;2014;71;132210-43-6;HSC/18 (2939.50)
cipargamin;cipargamine;2933.79;NC2116B1b Ann. R/4;HSC/55;2015;110;1193314-23-6;
cipemastat;cipémastat;2933.39;NC0250B2 Ann. P/1 (II);HSC/25;2000;81;190648-49-8;
cipepofol;cipépofol;2907.19;NC3086Bc Ann. O/7;HSC/71;2023;126;1637741-58-2;
cipralisant;cipralisant;2933.29;NC0590B2 Ann. L/15;HSC/29;2002;85;213027-19-1;
ciraparantag;ciraparantag;2933.59;NC2237B1b Ann. S/9;HSC/57;2016;113;1438492-26-2;
cirevetmab;cirévetmab;3002.13;NC3086Bc Ann. O/7;HSC/71;2023;126;2473240-98-9;
cirtuvivint;cirtuvivint;2933.59 ;NC2803Bc Ann. T/7;HSC/67;2021;123;2143917-62-6;
cisatracurium besilate;bésilate de cisatracurium;2933.49;NC2004B1b Ann. O/6;HSC/53;2014;73;96946-42-8;HSC/18 (2933.40)
cismadinone;cismadinone;2937.23;NC2004B1b Ann. O/6;HSC/53;2014;12;54063-31-9;HSC/11 (2937.92)
citarinostat;citarinostat;2933.59;NC2501B1b Ann. M/5;HSC/61;2018;116;1316215-12-9;
citatuzumab bogatox;citatuzumab bogatox;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;99;945228-49-9;HSC/45 (3002.10)
cixutumumab;cixutumumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;100;947687-12-9;HSC/44 (3002.10)
cizolirtine;cizolirtine;2933.19;42.100 Ann. O (V);HSC/21;1998;76;142155-43-9;
claficapavir;claficapavir;2934.10;NC3086Bc Ann. O/7;HSC/71;2023;126;2055732-24-4;
clamikalant;clamikalant;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;81;158751-64-5;HSC/25 (2935.00)
clascoterone;clascotérone;2937.29;NC2803Bc Ann. T/2;HSC/67;2021;120;19608-29-8;
clazakizumab;clazakizumab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;107;1236278-28-6;HSC/51 (3002.10)
clazosentan;clazosentan;2935.90;NC2116B1b Ann. S/1;HSC/55;2015;90;180384-56-9;HSC/35 (2935.00)
clenoliximab;clénoliximab;3002.13;NC2116B1b Ann. S/2;HSC/55;2015;77;182912-58-9;HSC/21 (3002.10)
clervonafusp alfa;clervonafusp alfa;3002.13;NC2930Bc Ann. P/30;HSC/69;2022;120;2145123-44-8;HSC/67 (3507.90)
clesacostat;clésacostat;2933.39;NC2930Bc Ann. P/25;HSC/69;2022;124;1370448-25-1;
clesrovimab;clesrovimab;3002.13;NC3086Bc Ann. O/7;HSC/71;2023;126;2429913-18-6;
clevidipine;clévidipine;2933.39;42.100 Ann. O (IV);HSC/21;1998;75;167221-71-8;
clevudine;clévudine;2934.99;NC2004B1b Ann. O/6;HSC/53;2014;78;163252-36-6;HSC/22 (2934.90)
cligosiban;cligosiban;2933.39;NC2626B1b Ann. O/5;HSC/63;2019;118;900510-03-4;
cliropamine;cliropamine;2922.50;38.100 Ann. Q (No. 217);HSC/11;1993;59;109525-44-2;
